0.003877174	0.04634199	-0.012963838	-0.06905602	-0.058305934	0.03330048	0.035101257	0.040640317	-0.0655901	0.023519618	-0.050002467	-0.06855666	-0.07615467	0.027364228	-0.035984248	-0.057358015
-0.011879893	0.038130954	-0.0040911646	-0.0074984063	-0.0049576634	0.036867578	0.061525095	0.08014816	-0.040191393	0.03311749	-0.059135076	-0.04993135	-0.076790266	0.06594731	-0.0518803	-0.026101371
0.050974257	6.236535e-05	-0.017917598	0.03432471	0.048153475	0.102102	0.045289613	0.025892006	-0.081888385	-0.06985872	-0.07039821	-0.010042226	-0.06844352	0.059096757	-0.0976509	-0.041341275
0.0119966455	-0.03954538	0.041509904	0.032789893	-0.0027281507	0.070717625	0.05252519	-0.009375744	-0.0043859384	0.031099712	-0.04700674	-0.061820343	-0.07590931	0.0336591	-0.07670043	-0.037059523
0.027767524	0.008361743	-0.07265622	-0.04323925	-0.009816586	0.16070516	0.0512646	0.00586305	0.027578525	0.033780962	-0.10824757	-0.047124133	-0.058695067	0.03442486	-0.014980903	-0.05414174
-0.0406082	0.009747696	-0.011305192	0.021952586	-0.030435983	0.054742105	-0.011901316	0.052699685	-0.06541054	0.0052626138	-0.099290125	0.034766465	-0.0373897	0.007758605	-0.055904903	-0.06220732
-0.02781775	0.038235057	-0.029669981	-0.009942366	0.006225544	0.1189942	0.07409692	0.10704656	-0.06316907	0.0046343063	-0.00665702	0.002434351	-0.04797239	-0.002179374	-0.04307865	-0.008370886
-0.016438112	-0.024932705	-0.019384675	-0.011348081	-0.08204877	0.050913252	-0.006105546	0.074676745	-0.020811494	-0.01288855	-0.053556226	-0.026042216	-0.07352347	0.019598302	-0.10833447	-0.03687793
-0.022588385	-0.036279105	0.012066511	0.049628686	0.026568376	0.0117480755	0.07425644	0.06694819	-0.08543177	-0.004101739	-0.08173841	-0.08515932	-0.021201868	-0.0038679556	5.3962e-05	-0.038988464
0.056757625	0.04831221	-0.010787015	0.011157292	-0.014404264	0.07436174	0.07326508	0.059122078	-0.0680326	0.03466713	-7.2039475e-06	-0.029600773	-0.008935291	0.04410664	-0.058186837	-0.064449936
0.05117264	0.11019314	-0.025959767	-0.023915833	-0.008767052	-0.06850124	0.0006499808	0.005625399	-0.04131375	0.046522018	-0.057604548	0.031705957	-0.0046061366	0.0036703148	-0.037402887	-0.07939852
-0.014608632	0.06459059	-0.0030003884	0.0065729846	-0.019169742	0.018460097	0.028680876	0.0910831	0.009084924	0.07562356	-0.10876806	-0.0836964	-0.060482066	0.10268924	-0.026350418	-0.061749782
-0.040142663	-0.025311919	0.018268421	0.062253673	-0.105127685	0.12007688	0.039469346	0.07085037	-0.044193372	0.03142986	-0.01911233	0.0012810609	-0.04020157	-3.6997208e-05	0.029021023	-0.053601615
