Date,AAPL,AMZN,GOOGL,META,MSFT
2018-01-02,40.61588668823242,59.45050048828125,53.59898376464844,181.04794311523438,79.93672180175781
2018-01-03,40.60881042480469,60.209999084472656,54.51343536376953,184.29129028320312,80.30874633789062
2018-01-04,40.797447204589844,60.47949981689453,54.725189208984375,183.95199584960938,81.01557159423828
2018-01-05,41.26193618774414,61.457000732421875,55.45085906982422,186.46682739257812,82.02002716064453
2018-01-08,41.10868453979492,62.34349822998047,55.64663314819336,187.89389038085938,82.10369110107422
2018-01-09,41.10395431518555,62.6349983215332,55.575714111328125,187.48472595214844,82.04791259765625
2018-01-10,41.09453201293945,62.71649932861328,55.44336700439453,187.4547882080078,81.67591094970703
2018-01-11,41.327938079833984,63.83399963378906,55.538761138916016,187.3849334716797,81.91770935058594
2018-01-12,41.75471878051758,65.26000213623047,56.46769332885742,179.00216674804688,83.33138275146484
2018-01-16,41.54251480102539,65.24299621582031,56.47018814086914,178.024169921875,82.16883087158203
2018-01-17,42.2286376953125,64.75,56.88970947265625,177.23580932617188,83.83358001708984
2018-01-18,42.266353607177734,64.66600036621094,56.7333869934082,179.43128967285156,83.79639434814453
2018-01-19,42.07774353027344,64.72899627685547,57.10945510864258,180.918212890625,83.70338439941406
2018-01-22,41.73349380493164,66.3655014038086,58.141273498535156,184.98985290527344,85.20073699951172
2018-01-23,41.742919921875,68.12699890136719,58.74108123779297,188.9617156982422,85.470458984375
2018-01-24,41.07802200317383,67.87550354003906,58.49736022949219,186.1674346923828,85.39608001708984
2018-01-25,40.344730377197266,68.89749908447266,59.03923797607422,187.09552001953125,85.870361328125
2018-01-26,40.43904113769531,70.10250091552734,59.30992889404297,189.6103515625,87.47933197021484
2018-01-29,39.6020393371582,70.88400268554688,59.2559928894043,185.59860229492188,87.34912872314453
2018-01-30,39.36860275268555,71.89099884033203,58.8010139465332,186.7362518310547,86.25167846679688
2018-01-31,39.4770622253418,72.54450225830078,59.043235778808594,186.50672912597656,88.3628921508789
2018-02-01,39.55958938598633,69.5,59.01177215576172,192.69403076171875,87.66534423828125
2018-02-02,37.843082427978516,71.49749755859375,55.89584732055664,189.88978576660156,85.3588638305664
2018-02-05,36.897605895996094,69.5,53.0586051940918,180.88829040527344,81.84332275390625
2018-02-06,38.43960952758789,72.14199829101562,54.15934371948242,184.9299774169922,84.94036102294922
2018-02-07,37.616737365722656,70.83899688720703,52.71000671386719,179.8105010986328,83.34068298339844
2018-02-08,36.58165740966797,67.5250015258789,50.32773971557617,171.22813415527344,79.06250762939453
2018-02-09,37.02909851074219,66.9800033569336,52.2535285949707,175.74884033203125,82.01071166992188
2018-02-12,38.52058029174805,69.3115005493164,52.66755294799805,176.04823303222656,82.89424896240234
2018-02-13,38.90647506713867,70.72550201416016,52.64657974243164,172.794921875,83.5452880859375
2018-02-14,39.62381362915039,72.55249786376953,53.57351303100586,179.15185546875,84.85345458984375
2018-02-15,40.954307556152344,73.08799743652344,54.50544357299805,179.59095764160156,86.58211517333984
2018-02-16,40.82172393798828,72.43450164794922,54.71220779418945,176.99627685546875,85.96540069580078
2018-02-20,40.684425354003906,73.4175033569336,55.11624526977539,175.6490478515625,86.63816833496094
2018-02-21,40.499755859375,74.14600372314453,55.623661041259766,177.54515075683594,85.48883056640625
2018-02-22,40.83831024169922,74.26699829101562,55.43138122558594,178.62294006347656,85.71311950683594
2018-02-23,41.54853820800781,75.0,56.339839935302734,182.91412353515625,87.89027404785156
2018-02-26,42.37004089355469,76.09750366210938,57.11944580078125,184.55076599121094,89.16106414794922
2018-02-27,42.232730865478516,75.5989990234375,55.81144714355469,181.087890625,88.02110290527344
2018-02-28,42.16880416870117,75.62249755859375,55.13272476196289,177.95433044433594,87.61930847167969
2018-03-01,41.430171966552734,74.67250061035156,53.50908660888672,175.57919311523438,86.75965118408203
2018-03-02,41.71662521362305,75.01249694824219,54.144859313964844,176.25779724121094,86.94651794433594
2018-03-05,41.86104202270508,76.18049621582031,54.67524719238281,180.03004455566406,87.49781036376953
2018-03-06,41.82551574707031,76.88200378417969,54.981895446777344,179.41131591796875,87.19881439208984
2018-03-07,41.437259674072266,77.25,55.688087463378906,183.33326721191406,87.7033920288086
2018-03-08,41.88944625854492,77.59300231933594,56.404266357421875,181.966064453125,88.23600769042969
2018-03-09,42.609153747558594,78.94450378417969,57.975460052490234,184.8501434326172,90.20758819580078
2018-03-12,43.02107620239258,79.91950225830078,58.229671478271484,184.381103515625,90.42251586914062
2018-03-13,42.60679626464844,79.40899658203125,56.93016052246094,181.50701904296875,88.21733093261719
2018-03-14,42.244544982910156,79.55000305175781,57.37864685058594,183.81228637695312,87.69403076171875
2018-03-15,42.29428482055664,79.11599731445312,57.46454620361328,183.4829559326172,88.00240325927734
2018-03-16,42.14512252807617,78.58399963378906,56.655975341796875,184.71041870117188,88.39485168457031
2018-03-19,41.501190185546875,77.24649810791016,54.94044876098633,172.2061309814453,86.7970199584961
2018-03-20,41.48699188232422,79.32550048828125,54.72719192504883,167.80516052246094,87.0212631225586
2018-03-21,40.54710388183594,79.09300231933594,54.63729476928711,169.04263305664062,86.41389465332031
2018-03-22,39.974185943603516,77.24600219726562,52.597137451171875,164.55186462402344,83.9003677368164
2018-03-23,39.04852294921875,74.77799987792969,51.26865768432617,159.06314086914062,81.4615707397461
2018-03-26,40.9022216796875,77.79299926757812,52.64407730102539,159.7317657470703,87.6286392211914
2018-03-27,39.85344314575195,74.85250091552734,50.289283752441406,151.90785217285156,83.6013412475586
2018-03-28,39.41310501098633,71.57099914550781,50.20138168334961,152.71617126464844,83.52658081054688
2018-03-29,39.720882415771484,72.36699676513672,51.797550201416016,159.46231079101562,85.28326416015625
2018-04-02,39.46044158935547,68.59950256347656,50.573455810546875,155.0713348388672,82.71365356445312
2018-04-03,39.86528396606445,69.60250091552734,50.8756103515625,155.78985595703125,83.8255844116211
2018-04-04,40.62759780883789,70.52850341796875,51.42647933959961,154.78195190429688,86.27375793457031
2018-04-05,40.90932846069336,72.5875015258789,51.572811126708984,159.0132293701172,86.32047271728516
2018-04-06,39.86292266845703,70.2614974975586,50.439613342285156,156.87762451171875,84.31148529052734
2018-04-09,40.25829315185547,70.30400085449219,50.94602966308594,157.6061248779297,84.81607055664062
2018-04-10,41.01585388183594,71.81099700927734,51.76559066772461,164.7015380859375,86.78766632080078
2018-04-11,40.824092864990234,71.35250091552734,51.194244384765625,165.9789276123047,85.83458709716797
2018-04-12,41.2265625,72.42500305175781,51.8050422668457,163.533935546875,87.44176483154297
